Causa de muerte;Sexo;Provincias;Periodo;Total
044  Diabetes mellitus;Total;09 Burgos;2005;91
044  Diabetes mellitus;Total;09 Burgos;2004;92
044  Diabetes mellitus;Total;09 Burgos;2003;89
044  Diabetes mellitus;Total;09 Burgos;2002;65
044  Diabetes mellitus;Total;09 Burgos;2001;77
044  Diabetes mellitus;Total;09 Burgos;2000;77
044  Diabetes mellitus;Total;09 Burgos;1999;76
044  Diabetes mellitus;Total;09 Burgos;1998;61
044  Diabetes mellitus;Total;09 Burgos;1997;67
044  Diabetes mellitus;Total;09 Burgos;1996;73
044  Diabetes mellitus;Total;09 Burgos;1995;74
044  Diabetes mellitus;Total;09 Burgos;1994;61
044  Diabetes mellitus;Total;09 Burgos;1993;74
044  Diabetes mellitus;Total;09 Burgos;1992;78
044  Diabetes mellitus;Total;09 Burgos;1991;62
044  Diabetes mellitus;Total;09 Burgos;1990;55
044  Diabetes mellitus;Total;09 Burgos;1989;57
044  Diabetes mellitus;Total;09 Burgos;1988;58
044  Diabetes mellitus;Total;09 Burgos;1987;64
044  Diabetes mellitus;Total;09 Burgos;1986;70
044  Diabetes mellitus;Total;09 Burgos;1985;70
044  Diabetes mellitus;Total;09 Burgos;1984;51
044  Diabetes mellitus;Total;09 Burgos;1983;55
044  Diabetes mellitus;Total;09 Burgos;1982;42
044  Diabetes mellitus;Total;09 Burgos;1981;45
044  Diabetes mellitus;Total;09 Burgos;1980;45
044  Diabetes mellitus;Total;10 Cáceres;2022;135
044  Diabetes mellitus;Total;10 Cáceres;2021;132
044  Diabetes mellitus;Total;10 Cáceres;2020;129
044  Diabetes mellitus;Total;10 Cáceres;2019;87
044  Diabetes mellitus;Total;10 Cáceres;2018;99
044  Diabetes mellitus;Total;10 Cáceres;2017;94
044  Diabetes mellitus;Total;10 Cáceres;2016;99
044  Diabetes mellitus;Total;10 Cáceres;2015;106
044  Diabetes mellitus;Total;10 Cáceres;2014;108
044  Diabetes mellitus;Total;10 Cáceres;2013;89
044  Diabetes mellitus;Total;10 Cáceres;2012;110
044  Diabetes mellitus;Total;10 Cáceres;2011;110
044  Diabetes mellitus;Total;10 Cáceres;2010;98
044  Diabetes mellitus;Total;10 Cáceres;2009;96
044  Diabetes mellitus;Total;10 Cáceres;2008;112
044  Diabetes mellitus;Total;10 Cáceres;2007;132
044  Diabetes mellitus;Total;10 Cáceres;2006;122
044  Diabetes mellitus;Total;10 Cáceres;2005;122
044  Diabetes mellitus;Total;10 Cáceres;2004;138
044  Diabetes mellitus;Total;10 Cáceres;2003;149
044  Diabetes mellitus;Total;10 Cáceres;2002;108
044  Diabetes mellitus;Total;10 Cáceres;2001;119
044  Diabetes mellitus;Total;10 Cáceres;2000;123
044  Diabetes mellitus;Total;10 Cáceres;1999;141
044  Diabetes mellitus;Total;10 Cáceres;1998;125
044  Diabetes mellitus;Total;10 Cáceres;1997;112
044  Diabetes mellitus;Total;10 Cáceres;1996;114
044  Diabetes mellitus;Total;10 Cáceres;1995;142
044  Diabetes mellitus;Total;10 Cáceres;1994;115
044  Diabetes mellitus;Total;10 Cáceres;1993;142
044  Diabetes mellitus;Total;10 Cáceres;1992;132
044  Diabetes mellitus;Total;10 Cáceres;1991;103
044  Diabetes mellitus;Total;10 Cáceres;1990;121
044  Diabetes mellitus;Total;10 Cáceres;1989;111
044  Diabetes mellitus;Total;10 Cáceres;1988;112
044  Diabetes mellitus;Total;10 Cáceres;1987;106
044  Diabetes mellitus;Total;10 Cáceres;1986;113
044  Diabetes mellitus;Total;10 Cáceres;1985;127
044  Diabetes mellitus;Total;10 Cáceres;1984;118
044  Diabetes mellitus;Total;10 Cáceres;1983;128
044  Diabetes mellitus;Total;10 Cáceres;1982;115
044  Diabetes mellitus;Total;10 Cáceres;1981;109
044  Diabetes mellitus;Total;10 Cáceres;1980;93
044  Diabetes mellitus;Total;11 Cádiz;2022;269
044  Diabetes mellitus;Total;11 Cádiz;2021;312
044  Diabetes mellitus;Total;11 Cádiz;2020;299
044  Diabetes mellitus;Total;11 Cádiz;2019;235
044  Diabetes mellitus;Total;11 Cádiz;2018;252
044  Diabetes mellitus;Total;11 Cádiz;2017;257
044  Diabetes mellitus;Total;11 Cádiz;2016;212
044  Diabetes mellitus;Total;11 Cádiz;2015;242
044  Diabetes mellitus;Total;11 Cádiz;2014;221
044  Diabetes mellitus;Total;11 Cádiz;2013;187
044  Diabetes mellitus;Total;11 Cádiz;2012;213
044  Diabetes mellitus;Total;11 Cádiz;2011;185
044  Diabetes mellitus;Total;11 Cádiz;2010;242
044  Diabetes mellitus;Total;11 Cádiz;2009;228
044  Diabetes mellitus;Total;11 Cádiz;2008;229
044  Diabetes mellitus;Total;11 Cádiz;2007;228
044  Diabetes mellitus;Total;11 Cádiz;2006;260
044  Diabetes mellitus;Total;11 Cádiz;2005;239
044  Diabetes mellitus;Total;11 Cádiz;2004;256
044  Diabetes mellitus;Total;11 Cádiz;2003;234
044  Diabetes mellitus;Total;11 Cádiz;2002;269
044  Diabetes mellitus;Total;11 Cádiz;2001;264
044  Diabetes mellitus;Total;11 Cádiz;2000;266
044  Diabetes mellitus;Total;11 Cádiz;1999;255
044  Diabetes mellitus;Total;11 Cádiz;1998;256
044  Diabetes mellitus;Total;11 Cádiz;1997;230
044  Diabetes mellitus;Total;11 Cádiz;1996;228
044  Diabetes mellitus;Total;11 Cádiz;1995;238
044  Diabetes mellitus;Total;11 Cádiz;1994;215
044  Diabetes mellitus;Total;11 Cádiz;1993;224
044  Diabetes mellitus;Total;11 Cádiz;1992;229
044  Diabetes mellitus;Total;11 Cádiz;1991;225
044  Diabetes mellitus;Total;11 Cádiz;1990;250
044  Diabetes mellitus;Total;11 Cádiz;1989;213
044  Diabetes mellitus;Total;11 Cádiz;1988;260
044  Diabetes mellitus;Total;11 Cádiz;1987;295
044  Diabetes mellitus;Total;11 Cádiz;1986;246
044  Diabetes mellitus;Total;11 Cádiz;1985;273
044  Diabetes mellitus;Total;11 Cádiz;1984;299
044  Diabetes mellitus;Total;11 Cádiz;1983;269
044  Diabetes mellitus;Total;11 Cádiz;1982;262
044  Diabetes mellitus;Total;11 Cádiz;1981;278
044  Diabetes mellitus;Total;11 Cádiz;1980;284
044  Diabetes mellitus;Total;39 Cantabria;2022;180
044  Diabetes mellitus;Total;39 Cantabria;2021;138
044  Diabetes mellitus;Total;39 Cantabria;2020;156
044  Diabetes mellitus;Total;39 Cantabria;2019;123
044  Diabetes mellitus;Total;39 Cantabria;2018;103
044  Diabetes mellitus;Total;39 Cantabria;2017;74
044  Diabetes mellitus;Total;39 Cantabria;2016;40
044  Diabetes mellitus;Total;39 Cantabria;2015;59
044  Diabetes mellitus;Total;39 Cantabria;2014;54
044  Diabetes mellitus;Total;39 Cantabria;2013;43
044  Diabetes mellitus;Total;39 Cantabria;2012;52
044  Diabetes mellitus;Total;39 Cantabria;2011;34
044  Diabetes mellitus;Total;39 Cantabria;2010;45
044  Diabetes mellitus;Total;39 Cantabria;2009;120
044  Diabetes mellitus;Total;39 Cantabria;2008;150
044  Diabetes mellitus;Total;39 Cantabria;2007;129
044  Diabetes mellitus;Total;39 Cantabria;2006;143
044  Diabetes mellitus;Total;39 Cantabria;2005;155
044  Diabetes mellitus;Total;39 Cantabria;2004;132
044  Diabetes mellitus;Total;39 Cantabria;2003;118
044  Diabetes mellitus;Total;39 Cantabria;2002;106
044  Diabetes mellitus;Total;39 Cantabria;2001;102
044  Diabetes mellitus;Total;39 Cantabria;2000;119
044  Diabetes mellitus;Total;39 Cantabria;1999;136
044  Diabetes mellitus;Total;39 Cantabria;1998;138
044  Diabetes mellitus;Total;39 Cantabria;1997;127
044  Diabetes mellitus;Total;39 Cantabria;1996;126
044  Diabetes mellitus;Total;39 Cantabria;1995;117
044  Diabetes mellitus;Total;39 Cantabria;1994;117
044  Diabetes mellitus;Total;39 Cantabria;1993;133
044  Diabetes mellitus;Total;39 Cantabria;1992;109
044  Diabetes mellitus;Total;39 Cantabria;1991;92
044  Diabetes mellitus;Total;39 Cantabria;1990;102
044  Diabetes mellitus;Total;39 Cantabria;1989;110
044  Diabetes mellitus;Total;39 Cantabria;1988;105
044  Diabetes mellitus;Total;39 Cantabria;1987;99
044  Diabetes mellitus;Total;39 Cantabria;1986;137
044  Diabetes mellitus;Total;39 Cantabria;1985;91
044  Diabetes mellitus;Total;39 Cantabria;1984;116
044  Diabetes mellitus;Total;39 Cantabria;1983;95
044  Diabetes mellitus;Total;39 Cantabria;1982;98
044  Diabetes mellitus;Total;39 Cantabria;1981;83
044  Diabetes mellitus;Total;39 Cantabria;1980;69
044  Diabetes mellitus;Total;12 Castellón/Castelló;2022;175
044  Diabetes mellitus;Total;12 Castellón/Castelló;2021;185
044  Diabetes mellitus;Total;12 Castellón/Castelló;2020;198
044  Diabetes mellitus;Total;12 Castellón/Castelló;2019;177
044  Diabetes mellitus;Total;12 Castellón/Castelló;2018;196
044  Diabetes mellitus;Total;12 Castellón/Castelló;2017;167
044  Diabetes mellitus;Total;12 Castellón/Castelló;2016;115
044  Diabetes mellitus;Total;12 Castellón/Castelló;2015;150
044  Diabetes mellitus;Total;12 Castellón/Castelló;2014;124
044  Diabetes mellitus;Total;12 Castellón/Castelló;2013;135
044  Diabetes mellitus;Total;12 Castellón/Castelló;2012;156
044  Diabetes mellitus;Total;12 Castellón/Castelló;2011;118
044  Diabetes mellitus;Total;12 Castellón/Castelló;2010;136
044  Diabetes mellitus;Total;12 Castellón/Castelló;2009;153
044  Diabetes mellitus;Total;12 Castellón/Castelló;2008;164
044  Diabetes mellitus;Total;12 Castellón/Castelló;2007;146
044  Diabetes mellitus;Total;12 Castellón/Castelló;2006;165
044  Diabetes mellitus;Total;12 Castellón/Castelló;2005;170
044  Diabetes mellitus;Total;12 Castellón/Castelló;2004;123
044  Diabetes mellitus;Total;12 Castellón/Castelló;2003;123
044  Diabetes mellitus;Total;12 Castellón/Castelló;2002;143
044  Diabetes mellitus;Total;12 Castellón/Castelló;2001;143
044  Diabetes mellitus;Total;12 Castellón/Castelló;2000;128
044  Diabetes mellitus;Total;12 Castellón/Castelló;1999;133
044  Diabetes mellitus;Total;12 Castellón/Castelló;1998;160
044  Diabetes mellitus;Total;12 Castellón/Castelló;1997;127
044  Diabetes mellitus;Total;12 Castellón/Castelló;1996;148
044  Diabetes mellitus;Total;12 Castellón/Castelló;1995;136
044  Diabetes mellitus;Total;12 Castellón/Castelló;1994;122
044  Diabetes mellitus;Total;12 Castellón/Castelló;1993;146
044  Diabetes mellitus;Total;12 Castellón/Castelló;1992;122
044  Diabetes mellitus;Total;12 Castellón/Castelló;1991;137
044  Diabetes mellitus;Total;12 Castellón/Castelló;1990;129
044  Diabetes mellitus;Total;12 Castellón/Castelló;1989;141
044  Diabetes mellitus;Total;12 Castellón/Castelló;1988;133
044  Diabetes mellitus;Total;12 Castellón/Castelló;1987;119
044  Diabetes mellitus;Total;12 Castellón/Castelló;1986;132
044  Diabetes mellitus;Total;12 Castellón/Castelló;1985;126
044  Diabetes mellitus;Total;12 Castellón/Castelló;1984;111
044  Diabetes mellitus;Total;12 Castellón/Castelló;1983;95
044  Diabetes mellitus;Total;12 Castellón/Castelló;1982;95
044  Diabetes mellitus;Total;12 Castellón/Castelló;1981;105
044  Diabetes mellitus;Total;12 Castellón/Castelló;1980;107
044  Diabetes mellitus;Total;13 Ciudad Real;2022;144
044  Diabetes mellitus;Total;13 Ciudad Real;2021;119
044  Diabetes mellitus;Total;13 Ciudad Real;2020;129
044  Diabetes mellitus;Total;13 Ciudad Real;2019;131
044  Diabetes mellitus;Total;13 Ciudad Real;2018;117
044  Diabetes mellitus;Total;13 Ciudad Real;2017;172
044  Diabetes mellitus;Total;13 Ciudad Real;2016;154
044  Diabetes mellitus;Total;13 Ciudad Real;2015;141
044  Diabetes mellitus;Total;13 Ciudad Real;2014;139
044  Diabetes mellitus;Total;13 Ciudad Real;2013;178
044  Diabetes mellitus;Total;13 Ciudad Real;2012;200
044  Diabetes mellitus;Total;13 Ciudad Real;2011;177
044  Diabetes mellitus;Total;13 Ciudad Real;2010;141
044  Diabetes mellitus;Total;13 Ciudad Real;2009;153
044  Diabetes mellitus;Total;13 Ciudad Real;2008;185
044  Diabetes mellitus;Total;13 Ciudad Real;2007;186
044  Diabetes mellitus;Total;13 Ciudad Real;2006;167
044  Diabetes mellitus;Total;13 Ciudad Real;2005;192
044  Diabetes mellitus;Total;13 Ciudad Real;2004;171
044  Diabetes mellitus;Total;13 Ciudad Real;2003;191
044  Diabetes mellitus;Total;13 Ciudad Real;2002;171
044  Diabetes mellitus;Total;13 Ciudad Real;2001;176
044  Diabetes mellitus;Total;13 Ciudad Real;2000;189
044  Diabetes mellitus;Total;13 Ciudad Real;1999;146
044  Diabetes mellitus;Total;13 Ciudad Real;1998;190
044  Diabetes mellitus;Total;13 Ciudad Real;1997;166
044  Diabetes mellitus;Total;13 Ciudad Real;1996;173
044  Diabetes mellitus;Total;13 Ciudad Real;1995;156
044  Diabetes mellitus;Total;13 Ciudad Real;1994;176
044  Diabetes mellitus;Total;13 Ciudad Real;1993;169
044  Diabetes mellitus;Total;13 Ciudad Real;1992;155
044  Diabetes mellitus;Total;13 Ciudad Real;1991;180
044  Diabetes mellitus;Total;13 Ciudad Real;1990;146
044  Diabetes mellitus;Total;13 Ciudad Real;1989;151
044  Diabetes mellitus;Total;13 Ciudad Real;1988;151
044  Diabetes mellitus;Total;13 Ciudad Real;1987;131
044  Diabetes mellitus;Total;13 Ciudad Real;1986;141
044  Diabetes mellitus;Total;13 Ciudad Real;1985;125
044  Diabetes mellitus;Total;13 Ciudad Real;1984;150
044  Diabetes mellitus;Total;13 Ciudad Real;1983;131
044  Diabetes mellitus;Total;13 Ciudad Real;1982;128
044  Diabetes mellitus;Total;13 Ciudad Real;1981;126
044  Diabetes mellitus;Total;13 Ciudad Real;1980;119
044  Diabetes mellitus;Total;14 Córdoba;2022;257
044  Diabetes mellitus;Total;14 Córdoba;2021;316
044  Diabetes mellitus;Total;14 Córdoba;2020;246
044  Diabetes mellitus;Total;14 Córdoba;2019;273
044  Diabetes mellitus;Total;14 Córdoba;2018;226
044  Diabetes mellitus;Total;14 Córdoba;2017;236
044  Diabetes mellitus;Total;14 Córdoba;2016;215
044  Diabetes mellitus;Total;14 Córdoba;2015;245
044  Diabetes mellitus;Total;14 Córdoba;2014;190
044  Diabetes mellitus;Total;14 Córdoba;2013;151
044  Diabetes mellitus;Total;14 Córdoba;2012;172
044  Diabetes mellitus;Total;14 Córdoba;2011;164
044  Diabetes mellitus;Total;14 Córdoba;2010;219
044  Diabetes mellitus;Total;14 Córdoba;2009;175
044  Diabetes mellitus;Total;14 Córdoba;2008;204
044  Diabetes mellitus;Total;14 Córdoba;2007;220
044  Diabetes mellitus;Total;14 Córdoba;2006;227
044  Diabetes mellitus;Total;14 Córdoba;2005;234
044  Diabetes mellitus;Total;14 Córdoba;2004;226
044  Diabetes mellitus;Total;14 Córdoba;2003;235
044  Diabetes mellitus;Total;14 Córdoba;2002;248
044  Diabetes mellitus;Total;14 Córdoba;2001;208
044  Diabetes mellitus;Total;14 Córdoba;2000;219
044  Diabetes mellitus;Total;14 Córdoba;1999;230
044  Diabetes mellitus;Total;14 Córdoba;1998;222
044  Diabetes mellitus;Total;14 Córdoba;1997;194
044  Diabetes mellitus;Total;14 Córdoba;1996;202
044  Diabetes mellitus;Total;14 Córdoba;1995;199
044  Diabetes mellitus;Total;14 Córdoba;1994;231
044  Diabetes mellitus;Total;14 Córdoba;1993;196
044  Diabetes mellitus;Total;14 Córdoba;1992;189
044  Diabetes mellitus;Total;14 Córdoba;1991;216
044  Diabetes mellitus;Total;14 Córdoba;1990;205
044  Diabetes mellitus;Total;14 Córdoba;1989;183
044  Diabetes mellitus;Total;14 Córdoba;1988;213
044  Diabetes mellitus;Total;14 Córdoba;1987;214
044  Diabetes mellitus;Total;14 Córdoba;1986;242
044  Diabetes mellitus;Total;14 Córdoba;1985;240
044  Diabetes mellitus;Total;14 Córdoba;1984;224
044  Diabetes mellitus;Total;14 Córdoba;1983;204
044  Diabetes mellitus;Total;14 Córdoba;1982;181
044  Diabetes mellitus;Total;14 Córdoba;1981;207
044  Diabetes mellitus;Total;14 Córdoba;1980;196
044  Diabetes mellitus;Total;15 Coruña, A;2022;350
044  Diabetes mellitus;Total;15 Coruña, A;2021;222
044  Diabetes mellitus;Total;15 Coruña, A;2020;242
044  Diabetes mellitus;Total;15 Coruña, A;2019;190
044  Diabetes mellitus;Total;15 Coruña, A;2018;231
044  Diabetes mellitus;Total;15 Coruña, A;2017;241
044  Diabetes mellitus;Total;15 Coruña, A;2016;264
044  Diabetes mellitus;Total;15 Coruña, A;2015;347
044  Diabetes mellitus;Total;15 Coruña, A;2014;204
044  Diabetes mellitus;Total;15 Coruña, A;2013;137
044  Diabetes mellitus;Total;15 Coruña, A;2012;131
044  Diabetes mellitus;Total;15 Coruña, A;2011;146
044  Diabetes mellitus;Total;15 Coruña, A;2010;188
044  Diabetes mellitus;Total;15 Coruña, A;2009;249
044  Diabetes mellitus;Total;15 Coruña, A;2008;213
044  Diabetes mellitus;Total;15 Coruña, A;2007;190
044  Diabetes mellitus;Total;15 Coruña, A;2006;203
044  Diabetes mellitus;Total;15 Coruña, A;2005;218
044  Diabetes mellitus;Total;15 Coruña, A;2004;216
044  Diabetes mellitus;Total;15 Coruña, A;2003;236
044  Diabetes mellitus;Total;15 Coruña, A;2002;215
044  Diabetes mellitus;Total;15 Coruña, A;2001;227
044  Diabetes mellitus;Total;15 Coruña, A;2000;239
044  Diabetes mellitus;Total;15 Coruña, A;1999;246
044  Diabetes mellitus;Total;15 Coruña, A;1998;204
044  Diabetes mellitus;Total;15 Coruña, A;1997;213
044  Diabetes mellitus;Total;15 Coruña, A;1996;220
044  Diabetes mellitus;Total;15 Coruña, A;1995;212
044  Diabetes mellitus;Total;15 Coruña, A;1994;209
044  Diabetes mellitus;Total;15 Coruña, A;1993;218
044  Diabetes mellitus;Total;15 Coruña, A;1992;191
044  Diabetes mellitus;Total;15 Coruña, A;1991;255
044  Diabetes mellitus;Total;15 Coruña, A;1990;273
044  Diabetes mellitus;Total;15 Coruña, A;1989;234
044  Diabetes mellitus;Total;15 Coruña, A;1988;200
044  Diabetes mellitus;Total;15 Coruña, A;1987;212
044  Diabetes mellitus;Total;15 Coruña, A;1986;226
044  Diabetes mellitus;Total;15 Coruña, A;1985;207
044  Diabetes mellitus;Total;15 Coruña, A;1984;211
044  Diabetes mellitus;Total;15 Coruña, A;1983;199
044  Diabetes mellitus;Total;15 Coruña, A;1982;181
044  Diabetes mellitus;Total;15 Coruña, A;1981;218
044  Diabetes mellitus;Total;15 Coruña, A;1980;177
044  Diabetes mellitus;Total;16 Cuenca;2022;61
044  Diabetes mellitus;Total;16 Cuenca;2021;65
044  Diabetes mellitus;Total;16 Cuenca;2020;88
044  Diabetes mellitus;Total;16 Cuenca;2019;57
044  Diabetes mellitus;Total;16 Cuenca;2018;63
044  Diabetes mellitus;Total;16 Cuenca;2017;77
044  Diabetes mellitus;Total;16 Cuenca;2016;96
044  Diabetes mellitus;Total;16 Cuenca;2015;82
044  Diabetes mellitus;Total;16 Cuenca;2014;69
044  Diabetes mellitus;Total;16 Cuenca;2013;87
044  Diabetes mellitus;Total;16 Cuenca;2012;88
044  Diabetes mellitus;Total;16 Cuenca;2011;92
044  Diabetes mellitus;Total;16 Cuenca;2010;66
044  Diabetes mellitus;Total;16 Cuenca;2009;69
044  Diabetes mellitus;Total;16 Cuenca;2008;81
044  Diabetes mellitus;Total;16 Cuenca;2007;73
044  Diabetes mellitus;Total;16 Cuenca;2006;74
044  Diabetes mellitus;Total;16 Cuenca;2005;80
044  Diabetes mellitus;Total;16 Cuenca;2004;83
044  Diabetes mellitus;Total;16 Cuenca;2003;76
044  Diabetes mellitus;Total;16 Cuenca;2002;78
044  Diabetes mellitus;Total;16 Cuenca;2001;71
044  Diabetes mellitus;Total;16 Cuenca;2000;62
044  Diabetes mellitus;Total;16 Cuenca;1999;54
044  Diabetes mellitus;Total;16 Cuenca;1998;57
044  Diabetes mellitus;Total;16 Cuenca;1997;70
044  Diabetes mellitus;Total;16 Cuenca;1996;40
044  Diabetes mellitus;Total;16 Cuenca;1995;56
044  Diabetes mellitus;Total;16 Cuenca;1994;70
044  Diabetes mellitus;Total;16 Cuenca;1993;43
044  Diabetes mellitus;Total;16 Cuenca;1992;60
044  Diabetes mellitus;Total;16 Cuenca;1991;57
044  Diabetes mellitus;Total;16 Cuenca;1990;47
044  Diabetes mellitus;Total;16 Cuenca;1989;53
044  Diabetes mellitus;Total;16 Cuenca;1988;56
044  Diabetes mellitus;Total;16 Cuenca;1987;44
044  Diabetes mellitus;Total;16 Cuenca;1986;52
044  Diabetes mellitus;Total;16 Cuenca;1985;55
044  Diabetes mellitus;Total;16 Cuenca;1984;54
044  Diabetes mellitus;Total;16 Cuenca;1983;57
044  Diabetes mellitus;Total;16 Cuenca;1982;42
044  Diabetes mellitus;Total;16 Cuenca;1981;40
044  Diabetes mellitus;Total;16 Cuenca;1980;46
044  Diabetes mellitus;Total;20 Gipuzkoa;2022;173
044  Diabetes mellitus;Total;20 Gipuzkoa;2021;131
044  Diabetes mellitus;Total;20 Gipuzkoa;2020;156
044  Diabetes mellitus;Total;20 Gipuzkoa;2019;141
044  Diabetes mellitus;Total;20 Gipuzkoa;2018;158
044  Diabetes mellitus;Total;20 Gipuzkoa;2017;119
044  Diabetes mellitus;Total;20 Gipuzkoa;2016;132
044  Diabetes mellitus;Total;20 Gipuzkoa;2015;146
044  Diabetes mellitus;Total;20 Gipuzkoa;2014;142
044  Diabetes mellitus;Total;20 Gipuzkoa;2013;179
044  Diabetes mellitus;Total;20 Gipuzkoa;2012;161
044  Diabetes mellitus;Total;20 Gipuzkoa;2011;156
044  Diabetes mellitus;Total;20 Gipuzkoa;2010;178
044  Diabetes mellitus;Total;20 Gipuzkoa;2009;153
044  Diabetes mellitus;Total;20 Gipuzkoa;2008;126
044  Diabetes mellitus;Total;20 Gipuzkoa;2007;151
044  Diabetes mellitus;Total;20 Gipuzkoa;2006;146
044  Diabetes mellitus;Total;20 Gipuzkoa;2005;167
044  Diabetes mellitus;Total;20 Gipuzkoa;2004;153
044  Diabetes mellitus;Total;20 Gipuzkoa;2003;164
044  Diabetes mellitus;Total;20 Gipuzkoa;2002;153
