Diagnóstico principal (CIE10MC);Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Total
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;07 Castilla y León;42 Soria;31
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;07 Castilla y León;47 Valladolid;494
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;07 Castilla y León;49 Zamora;135
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;08 Castilla - La Mancha;;1.083
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;08 Castilla - La Mancha;02 Albacete;265
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;249
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;08 Castilla - La Mancha;16 Cuenca;70
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;08 Castilla - La Mancha;19 Guadalajara;173
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;08 Castilla - La Mancha;45 Toledo;326
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;09 Cataluña;;5.134
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;09 Cataluña;08 Barcelona;4.025
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;09 Cataluña;17 Girona;467
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;09 Cataluña;25 Lleida;220
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;09 Cataluña;43 Tarragona;423
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;10 Comunitat Valenciana;;3.176
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;1.210
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;455
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;10 Comunitat Valenciana;46 Valencia/València;1.511
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;11 Extremadura;;579
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;11 Extremadura;06 Badajoz;422
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;11 Extremadura;10 Cáceres;157
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;12 Galicia;;1.532
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;12 Galicia;15 Coruña, A;614
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;12 Galicia;27 Lugo;242
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;12 Galicia;32 Ourense;170
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;12 Galicia;36 Pontevedra;506
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;13 Madrid, Comunidad de;;3.675
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;14 Murcia, Región de;;1.078
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;15 Navarra, Comunidad Foral de;;401
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;16 País Vasco;;1.727
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;16 País Vasco;01 Araba/Álava;338
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;16 País Vasco;48 Bizkaia;907
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;16 País Vasco;20 Gipuzkoa;482
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;17 Rioja, La;;242
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;18 Ceuta;;86
0401 Diabetes mellitus E08-E13;Ambos sexos;Total Nacional;19 Melilla;;54
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;;;18.294
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;01 Andalucía;;2.651
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;01 Andalucía;04 Almería;249
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;01 Andalucía;11 Cádiz;513
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;01 Andalucía;14 Córdoba;193
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;01 Andalucía;18 Granada;217
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;01 Andalucía;21 Huelva;171
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;01 Andalucía;23 Jaén;207
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;01 Andalucía;29 Málaga;461
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;01 Andalucía;41 Sevilla;639
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;02 Aragón;;563
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;02 Aragón;22 Huesca;102
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;02 Aragón;44 Teruel;31
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;02 Aragón;50 Zaragoza;430
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;03 Asturias, Principado de;;352
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;04 Balears, Illes;;546
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;05 Canarias;;867
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;05 Canarias;35 Palmas, Las;514
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;353
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;06 Cantabria;;368
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;07 Castilla y León;;1.015
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;07 Castilla y León;05 Ávila;50
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;07 Castilla y León;09 Burgos;92
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;07 Castilla y León;24 León;250
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;07 Castilla y León;34 Palencia;58
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;07 Castilla y León;37 Salamanca;136
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;07 Castilla y León;40 Segovia;25
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;07 Castilla y León;42 Soria;19
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;07 Castilla y León;47 Valladolid;320
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;07 Castilla y León;49 Zamora;65
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;08 Castilla - La Mancha;;706
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;08 Castilla - La Mancha;02 Albacete;189
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;150
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;08 Castilla - La Mancha;16 Cuenca;43
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;08 Castilla - La Mancha;19 Guadalajara;125
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;08 Castilla - La Mancha;45 Toledo;199
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;09 Cataluña;;3.181
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;09 Cataluña;08 Barcelona;2.493
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;09 Cataluña;17 Girona;309
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;09 Cataluña;25 Lleida;132
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;09 Cataluña;43 Tarragona;247
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;10 Comunitat Valenciana;;2.028
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;780
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;287
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;10 Comunitat Valenciana;46 Valencia/València;961
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;11 Extremadura;;337
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;11 Extremadura;06 Badajoz;249
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;11 Extremadura;10 Cáceres;88
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;12 Galicia;;917
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;12 Galicia;15 Coruña, A;383
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;12 Galicia;27 Lugo;147
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;12 Galicia;32 Ourense;102
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;12 Galicia;36 Pontevedra;285
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;13 Madrid, Comunidad de;;2.401
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;14 Murcia, Región de;;690
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;15 Navarra, Comunidad Foral de;;262
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;16 País Vasco;;1.176
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;16 País Vasco;01 Araba/Álava;246
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;16 País Vasco;48 Bizkaia;620
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;16 País Vasco;20 Gipuzkoa;310
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;17 Rioja, La;;157
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;18 Ceuta;;43
0401 Diabetes mellitus E08-E13;Hombres;Total Nacional;19 Melilla;;32
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;;;10.527
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;01 Andalucía;;1.445
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;01 Andalucía;04 Almería;136
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;01 Andalucía;11 Cádiz;285
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;01 Andalucía;14 Córdoba;102
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;01 Andalucía;18 Granada;126
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;01 Andalucía;21 Huelva;75
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;01 Andalucía;23 Jaén;110
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;01 Andalucía;29 Málaga;250
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;01 Andalucía;41 Sevilla;362
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;02 Aragón;;356
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;02 Aragón;22 Huesca;68
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;02 Aragón;44 Teruel;30
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;02 Aragón;50 Zaragoza;258
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;03 Asturias, Principado de;;290
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;04 Balears, Illes;;315
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;05 Canarias;;435
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;05 Canarias;35 Palmas, Las;221
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;05 Canarias;38 Santa Cruz de Tenerife;214
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;06 Cantabria;;168
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;07 Castilla y León;;681
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;07 Castilla y León;05 Ávila;38
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;07 Castilla y León;09 Burgos;64
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;07 Castilla y León;24 León;171
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;07 Castilla y León;34 Palencia;45
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;07 Castilla y León;37 Salamanca;84
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;07 Castilla y León;40 Segovia;23
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;07 Castilla y León;42 Soria;12
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;07 Castilla y León;47 Valladolid;174
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;07 Castilla y León;49 Zamora;70
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;08 Castilla - La Mancha;;377
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;08 Castilla - La Mancha;02 Albacete;76
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;99
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;08 Castilla - La Mancha;16 Cuenca;27
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;08 Castilla - La Mancha;19 Guadalajara;48
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;08 Castilla - La Mancha;45 Toledo;127
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;09 Cataluña;;1.953
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;09 Cataluña;08 Barcelona;1.531
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;09 Cataluña;17 Girona;158
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;09 Cataluña;25 Lleida;88
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;09 Cataluña;43 Tarragona;176
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;10 Comunitat Valenciana;;1.148
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;430
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;168
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;10 Comunitat Valenciana;46 Valencia/València;550
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;11 Extremadura;;242
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;11 Extremadura;06 Badajoz;173
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;11 Extremadura;10 Cáceres;69
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;12 Galicia;;615
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;12 Galicia;15 Coruña, A;231
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;12 Galicia;27 Lugo;95
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;12 Galicia;32 Ourense;68
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;12 Galicia;36 Pontevedra;221
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;13 Madrid, Comunidad de;;1.273
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;14 Murcia, Región de;;388
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;15 Navarra, Comunidad Foral de;;139
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;16 País Vasco;;551
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;16 País Vasco;01 Araba/Álava;92
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;16 País Vasco;48 Bizkaia;287
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;16 País Vasco;20 Gipuzkoa;172
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;17 Rioja, La;;85
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;18 Ceuta;;43
0401 Diabetes mellitus E08-E13;Mujeres;Total Nacional;19 Melilla;;22
